===== Starting battle of <AnybodyThere> vs <PatientBot> with memory tape size: 22 =====

[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-28 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 40< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-29 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 41< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-29 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 42< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-30 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 43< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-30 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 44< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-31 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 45< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-31 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 46< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-32 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 47< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-32 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 48< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-33 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 49< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-33 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 50< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-34 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 51< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-34 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 52< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-35 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 53< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-35 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 54< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-36 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 55< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-36 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 56< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-37 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 57< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-37 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 58< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-38 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 59< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-38 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 60< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-39 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 61< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-39 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 62< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-40 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 63< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-40 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 64< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-41 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 65< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-41 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 66< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-42 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 67< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-42 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 68< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-43 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 69< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-43 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 70< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-44 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 71< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-44 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 72< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-45 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 73< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-45 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 74< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-46 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 75< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-46 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 76< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-47 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 77< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-47 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 78< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-48 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 79< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-48 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 80< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-49 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 81< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-49 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 82< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-50 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 83< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-50 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 84< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-51 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 85< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-51 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 86< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-52 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 87< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-52 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 88< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-53 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 89< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-53 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 90< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-54 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 91< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-54 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 92< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-55 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 93< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-55 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 94< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-56 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 95< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-56 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 96< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-57 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 97< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-57 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 98< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-58 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 99< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-58 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 100< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-59 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 101< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-59 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 102< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-60 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 103< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-60 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 104< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-61 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 105< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-61 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 106< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-62 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 107< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-62 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 108< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-63 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 109< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-63 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 110< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-64 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 111< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-64 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 112< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-65 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 113< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-65 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 114< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-66 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 115< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-66 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 116< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-67 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 117< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-67 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 118< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-68 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 119< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-68 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 120< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-69 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 121< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-69 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 122< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-70 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 123< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-70 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 124< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-71 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 125< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-71 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 126< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-72 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 127< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-72 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | 128< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-73 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -127< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-73 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -126< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-74 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -125< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-74 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -124< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-75 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -123< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-75 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -122< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-76 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -121< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-76 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -120< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-77 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -119< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-77 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -118< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-78 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -117< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-78 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -116< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-79 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -115< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-79 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -114< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-80 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -113< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-80 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -112< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-81 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -111< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-81 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -110< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-82 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -109< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-82 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -108< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-83 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -107< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-83 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -106< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-84 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -105< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-84 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -104< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-85 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -103< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
[ 128 | -5 | 5 | 0 | 0 | -5 | 5 | >-85 | 0 | -5 | 5 | 1 | 0 | 0 | 0 | 0 | -102< | 0 | 0 | -1 | 1 | -1 | -1 | 1 | 1 | -1 | -1 | 0 | 128 ]
