===== Starting battle of <ReluctantRan> vs <NestDarwin> with memory tape size: 24 =====

[ >4< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >3< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >1< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]

===== NestDarwin won the battle after 145 cycles =====



===== Starting battle of <ReluctantRan> vs <NestDarwin> with memory tape size: 19 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 127< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 126< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 125< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 124< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 123< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -5< | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -6< | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -7< | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -7 | 123 ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -7 | 123 ]
[ >127 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -7 | 123 ]
[ >126 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -7 | 123 ]
[ >125 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | -7 | 123 ]
[ >124 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | -7 | 123 ]
[ >123 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -5< | -7 | 123 ]
[ >122 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -6< | -7 | 123 ]
[ >121 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -7< | -7 | 123 ]
[ >120 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -7 | -7 | 123 ]
[ >119 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -7 | -7 | 123 ]
[ >118 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -7 | -7 | 123 ]
[ >117 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -7 | -7 | 123 ]
[ >116 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -3< | -7 | -7 | 123 ]
[ >115 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -4< | -7 | -7 | 123 ]
[ >114 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -5< | -7 | -7 | 123 ]
[ >113 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -6< | -7 | -7 | 123 ]
[ >112 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -7< | -7 | -7 | 123 ]
[ >111 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -7 | -7 | -7 | 123 ]
[ >110 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -7 | -7 | -7 | 123 ]
[ >109 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -7 | -7 | -7 | 123 ]
[ >108 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -7 | -7 | -7 | 123 ]
[ >107 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -7 | -7 | -7 | 123 ]
[ >106 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -7 | -7 | -7 | 123 ]
[ >105 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -2 | -7 | -7 | -7 | 123 ]
[ >104 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -2 | -7 | -7 | -7 | 123 ]
[ >103 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >102 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >101 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >100 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >99 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >98 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >97 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >96 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >95 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >94 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >93 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >92 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >91 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >90 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >89 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >88 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >87 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >86 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >85 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >84 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >83 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >82 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >81 | 0 | 0 | 0 | 0 | 0 | 0 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >80 | 0 | 0 | 0 | 0 | 0 | 0 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >79 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >78 | 0 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >77 | 0 | 0 | 0 | 0 | 0 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >76 | 0 | 0 | 0 | 0 | 0 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >75 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >74 | 0 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >73 | 0 | 0 | 0 | 0 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >72 | 0 | 0 | 0 | 0 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >71 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >70 | 0 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >69 | 0 | 0 | 0 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >68 | 0 | 0 | 0 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >67 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >66 | 0 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >65 | 0 | 0 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >64 | 0 | 0 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >63 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >62 | 0 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >61 | 0 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >60 | 0 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >59 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >58 | 0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >57 | -1< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >56 | -2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >55< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >54< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >52< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >50< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >48< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >46< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >44< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >42< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >40< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >38< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >37< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >36< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >36< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >35< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >34< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >34< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >33< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >32< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >32< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >31< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >30< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >30< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >29< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >28< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >28< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >27< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >26< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >26< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >25< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >24< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >24< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >23< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >22< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >22< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >21< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >20< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >20< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >19< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >18< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >18< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >17< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >16< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >16< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >15< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >14< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >14< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >13< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >12< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >12< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >11< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >10< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >10< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >9< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >8< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >8< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >7< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >6< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >6< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >5< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >4< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >4< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >3< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >2< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >1< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]
[ >0< | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -2 | -7 | -7 | -7 | 123 ]

===== NestDarwin won the battle after 155 cycles =====



===== Starting battle of <ReluctantRan> vs <NestDarwin> with memory tape size: 22 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 127< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 126< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 125< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 124< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 123< ]
[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0< | 123 ]
