===== Starting battle of <LightfootPlodder> vs <DontUnderstand> with memory tape size: 24 =====

[ >128 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128< ]
[ 128 | -4 | -7 | -4 | 7 | >-17 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >1 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | >3 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | >0 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | >-1 | 0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >0 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-1 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-2 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-3 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-4 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-5 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-6 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-7 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-8 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-9 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-10 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >1 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >2 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >3 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >4 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >5 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >6 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >7 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >8 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >9 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >10 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >11 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >12 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >13 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >14 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >15 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >16 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >16 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >15 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >15 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >14 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >14 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >13 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >13 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >12 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >12 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >11 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >11 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >10 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >10 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >9 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >9 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >8 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >8 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >7 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >7 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >6 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >6 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >5 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >5 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >4 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >4 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >3 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >3 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >2 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >2 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >1 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >1 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -10 | >0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-10 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-11 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-11 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | >-11 | 0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | >0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | 0 | >0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | 0 | >0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | >0 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | >-1 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | >-1 | 0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | >0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | 0 | >0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | 0 | >0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | >0 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | >-1 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | >-1 | 0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | >0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | 0 | >0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | 0 | >0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | >0 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | >-1 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | >-1 | 0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | >0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | 0 | >0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | 0 | >0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | >0 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | >-1 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | >-1 | 0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | >0 | 1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | 0 | >1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | 0 | >1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | 0 | >2< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | 0 | >2< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | 0 | >1< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | 0 | >0< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | 0 | >0< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | 0 | >0< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | 0 | >0< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | >0 | 0< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | >-1 | 0< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | >-1 | 0< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | -1 | >0< | -1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | -1 | 0< | >-1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | -1 | 0< | >-1 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | -1 | 0< | >0 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | -1 | 0< | >0 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
[ 128 | -4 | -7 | -4 | 7 | -17 | 3 | -1 | -11 | -1 | -1 | -1 | -1 | -1 | 0< | >0 | 1 | 0 | -2 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 128 ]
